nft_id,price_crypto,price_usd,quantity,offer_from_name,offer_from_link,time_uploaded
2665,61.0616 WETH,"$111,274.39",1,https://opensea.io/NFTButlerGPT,NFTButlerGPT,"March 30, 2023 at 10:38 AM"
417,62.0033 WETH,"$112,990.49",1,https://opensea.io/NFTButlerGPT,NFTButlerGPT,"March 30, 2023 at 10:37 AM"
9734,62.0033 WETH,"$112,990.49",1,https://opensea.io/NFTButlerGPT,NFTButlerGPT,"March 30, 2023 at 10:37 AM"
8834,61.0616 WETH,"$111,274.39",1,https://opensea.io/NFTButlerGPT,NFTButlerGPT,"March 30, 2023 at 10:37 AM"
235,62.5033 WETH,"$113,901.64",1,https://opensea.io/NFTButlerGPT,NFTButlerGPT,"March 30, 2023 at 10:37 AM"
2458,61.0616 WETH,"$111,274.39",1,https://opensea.io/NFTButlerGPT,NFTButlerGPT,"March 30, 2023 at 10:37 AM"
520,62.0033 WETH,"$112,990.49",1,https://opensea.io/NFTButlerGPT,NFTButlerGPT,"March 30, 2023 at 10:38 AM"
9435,61.0616 WETH,"$111,274.39",1,https://opensea.io/NFTButlerGPT,NFTButlerGPT,"March 30, 2023 at 10:38 AM"
215,60.020 WETH,"$109,376.25",1,https://opensea.io/NFTButlerGPT,icebreaker-CheaperLin...,"March 30, 2023 at 10:43 AM"
